parent_article_url,child_link,child_link_name,link_type,status
https://weziwezi.com/معايير-المحاسبة-الدولية/,http://www.yourarticlelibrary.com/accounting/accounting-standards/international-accounting-standards-history-and-objectives-iasc/68180,International Accounting Standards: History and Objectives (IASC),external,403
https://weziwezi.com/معايير-المحاسبة-الدولية/,http://www.yourarticlelibrary.com/accounting/accounting-standards/international-accounting-standards-history-and-objectives-iasc/68180,I,external,403
